filename	number	category	descriptor	width	height	format	bytes	original_filename	source	license
lines/7065_plots_line-concentric-00266-s0bc1d2a4_1024x1024.png	7065	plots	line-concentric-00266-s0bc1d2a4	1024	1024	png	1011307	gen-line-concentric__00266_s0bc1d2a4_1024sq.png	lilith-generated	PD-own
lines/7066_plots_line-concentric-00268-s2f977bbb_1024x1024.png	7066	plots	line-concentric-00268-s2f977bbb	1024	1024	png	803874	gen-line-concentric__00268_s2f977bbb_1024sq.png	lilith-generated	PD-own
lines/7067_plots_line-concentric-00269-s0382639b_1024x1024.png	7067	plots	line-concentric-00269-s0382639b	1024	1024	png	996689	gen-line-concentric__00269_s0382639b_1024sq.png	lilith-generated	PD-own
lines/7068_plots_line-starburst-00027-s195cfe6a_1024x1024.png	7068	plots	line-starburst-00027-s195cfe6a	1024	1024	png	400010	gen-line-starburst__00027_s195cfe6a_1024sq.png	lilith-generated	PD-own
lines/7069_plots_line-starburst-00147-s01eaff1e_1024x1024.png	7069	plots	line-starburst-00147-s01eaff1e	1024	1024	png	387776	gen-line-starburst__00147_s01eaff1e_1024sq.png	lilith-generated	PD-own
lines/7070_plots_line-voronoi-00012-s2be0c08d_1024x1024.png	7070	plots	line-voronoi-00012-s2be0c08d	1024	1024	png	670784	gen-line-voronoi__00012_s2be0c08d_1024sq.png	lilith-generated	PD-own
lines/7071_plots_line-voronoi-00057-s0433bb30_1024x1024.png	7071	plots	line-voronoi-00057-s0433bb30	1024	1024	png	729788	gen-line-voronoi__00057_s0433bb30_1024sq.png	lilith-generated	PD-own
lines/7072_plots_line-voronoi-00069-s46326869_1024x1024.png	7072	plots	line-voronoi-00069-s46326869	1024	1024	png	768589	gen-line-voronoi__00069_s46326869_1024sq.png	lilith-generated	PD-own
lines/7073_plots_line-voronoi-00121-s3491d29b_1024x1024.png	7073	plots	line-voronoi-00121-s3491d29b	1024	1024	png	686664	gen-line-voronoi__00121_s3491d29b_1024sq.png	lilith-generated	PD-own
lines/7074_plots_line-voronoi-00127-s7957de6d_1024x1024.png	7074	plots	line-voronoi-00127-s7957de6d	1024	1024	png	152653	gen-line-voronoi__00127_s7957de6d_1024sq.png	lilith-generated	PD-own
lines/7075_plots_line-voronoi-00267-s683152f3_1024x1024.png	7075	plots	line-voronoi-00267-s683152f3	1024	1024	png	740544	gen-line-voronoi__00267_s683152f3_1024sq.png	lilith-generated	PD-own
