filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1000_general_red-convertible-car_mission-hills-san-diego-california_note9_iso50-f2p4_20190514-100811_4032x3024.jpg	1000	general	red-convertible-car	mission-hills-san-diego-california	4032	3024	jpg	2609679	20190514_100811.jpg	lilith	PD-own	note9	2.4	50
1001_general_oceanfront-resort-view_sheraton-waikiki-east-honolulu_s21u_iso32-f1p8_20210602-055442_4000x3000.jpg	1001	general	oceanfront-resort-view	sheraton-waikiki-east-honolulu	4000	3000	jpg	2790624	20210602_055442.jpg	lilith	PD-own	s21u	1.8	32
1002_general_oceanfront-hotel-building_ka-anapali-beach-kaanapali_s21u_iso640-f1p8_20210608-052615_4000x3000.jpg	1002	general	oceanfront-hotel-building	ka-anapali-beach-kaanapali	4000	3000	jpg	3079235	20210608_052615.jpg	lilith	PD-own	s21u	1.8	640
1003_general_docked-boat-pier_brick-palace-lahaina_s21u_iso50-f2p2_20210609-124821_4000x3000.jpg	1003	general	docked-boat-pier	brick-palace-lahaina	4000	3000	jpg	3639028	20210609_124821.jpg	lilith	PD-own	s21u	2.2	50
1004_general_paint-color-samples_s21u_iso200-f1p8_20220304-144007_4000x3000.jpg	1004	general	paint-color-samples		4000	3000	jpg	3081607	20220304_144007.jpg	lilith	PD-own	s21u	1.8	200
1005_general_la-pedrera-rooftop-terrace_l-eixample-barcelona-spain_s21u_iso50-f2p2_20220304-165729_4000x3000.jpg	1005	general	la-pedrera-rooftop-terrace	l-eixample-barcelona-spain	4000	3000	jpg	3123423	20220304_165729.jpg	lilith	PD-own	s21u	2.2	50
1006_general_church-steeple-among-trees_s21u_iso50-f1p8_20220304-182325_4000x3000.jpg	1006	general	church-steeple-among-trees		4000	3000	jpg	3446241	20220304_182325.jpg	lilith	PD-own	s21u	1.8	50
1007_general_street-building-with-trees_shinjuku-gyoen-national-garden-shinjuku_s23u_iso10-f1p7_20230702-090345_4000x3000.jpg	1007	general	street-building-with-trees	shinjuku-gyoen-national-garden-shinjuku	4000	3000	jpg	6349692	20230702_090345.jpg	lilith	PD-own	s23u	1.7	10
1008_general_city-view-through-window_tokyo-skytree-sumida_s23u_iso50-f2p2_20230706-142333_4000x3000.jpg	1008	general	city-view-through-window	tokyo-skytree-sumida	4000	3000	jpg	3670083	20230706_142333.jpg	lilith	PD-own	s23u	2.2	50
1009_general_aerial-cityscape_tokyo-skytree-sumida_s23u_iso50-f2p4_20230706-144950_4000x3000.jpg	1009	general	aerial-cityscape	tokyo-skytree-sumida	4000	3000	jpg	4681414	20230706_144950.jpg	lilith	PD-own	s23u	2.4	50
1010_general_floating-dock-on-lake_hakone-ekiden-museum-hakone_s23u_iso80-f4p9_20230707-172043_4000x3000.jpg	1010	general	floating-dock-on-lake	hakone-ekiden-museum-hakone	4000	3000	jpg	4712314	20230707_172043.jpg	lilith	PD-own	s23u	4.9	80
1011_general_city-street-at-night_s23u_iso80-f1p7_20230711-19230_4000x2252.jpg	1011	general	city-street-at-night		4000	2252	jpg	3048967	20230711_19230.jpg	lilith	PD-own	s23u	1.7	80
1012_general_spiky-crystal-display_seattle-center-seattle_s23u_iso1000-f1p7_20230727-173012_2190x3131.jpg	1012	general	spiky-crystal-display	seattle-center-seattle	2190	3131	jpg	987546	20230727_173012.jpg	lilith	PD-own	s23u	1.7	1000
1013_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso800-f1p7_20230727-173318_4000x3000.jpg	1013	general	colorful-glass-sculpture	seattle-center-seattle	4000	3000	jpg	4163687	20230727_173318.jpg	lilith	PD-own	s23u	1.7	800
1014_general_colorful-glass-spheres_seattle-center-seattle_s23u_iso500-f1p7_20230727-173515_4000x3000.jpg	1014	general	colorful-glass-spheres	seattle-center-seattle	4000	3000	jpg	3633061	20230727_173515.jpg	lilith	PD-own	s23u	1.7	500
1015_general_colorful-glass-sculpture_seattle-center-seattle_s23u_iso400-f2p4_20230727-173537_4000x3000.jpg	1015	general	colorful-glass-sculpture	seattle-center-seattle	4000	3000	jpg	3583878	20230727_173537.jpg	lilith	PD-own	s23u	2.4	400
1016_general_hanging-glass-lamp_seattle-center-seattle_s23u_iso250-f1p7_20230727-173815_4000x2252.jpg	1016	general	hanging-glass-lamp	seattle-center-seattle	4000	2252	jpg	3424889	20230727_173815.jpg	lilith	PD-own	s23u	1.7	250
