filename	number	category	descriptor	location	width	height	format	bytes	original_filename	source	license	camera	fnum	iso
1469_nature_beach-sunset-sailboats_waikiki-east-honolulu-hawaii_s23u_iso10-f1p7_20241106-173958_4000x3000.jpg	1469	nature	beach-sunset-sailboats	waikiki-east-honolulu-hawaii	4000	3000	jpg	3664230	20241106_173958.jpg	lilith	PD-own	s23u	1.7	10
1470_nature_sunset-over-water_waikiki-east-honolulu-hawaii_s23u_iso50-f4p9_20241106-175105_4000x3000.jpg	1470	nature	sunset-over-water	waikiki-east-honolulu-hawaii	4000	3000	jpg	6330931	20241106_175105.jpg	lilith	PD-own	s23u	4.9	50
1471_nature_ocean-sunset-coastline_haleiwa-waialua-hawaii_s23u_iso50-f2p4_20241110-174752_4000x3000.jpg	1471	nature	ocean-sunset-coastline	haleiwa-waialua-hawaii	4000	3000	jpg	3997794	20241110_174752.jpg	lilith	PD-own	s23u	2.4	50
1472_nature_sunset-over-parking-lot_colorado_s23u_iso25-f1p7_20241220-165246_4000x3000.jpg	1472	nature	sunset-over-parking-lot	colorado	4000	3000	jpg	2928693	20241220_165246.jpg	lilith	PD-own	s23u	1.7	25
1473_nature_orange-tree-branches_kawazu-japan_s23u_iso16-f1p7_20250305-153750_4000x3000.jpg	1473	nature	orange-tree-branches	kawazu-japan	4000	3000	jpg	5055041	20250305_153750.jpg	lilith	PD-own	s23u	1.7	16
1474_nature_sunset-over-water_minamiizu-japan_s23u_iso50-f2p4_20250306-174348_4000x3000.jpg	1474	nature	sunset-over-water	minamiizu-japan	4000	3000	jpg	4501548	20250306_174348.jpg	lilith	PD-own	s23u	2.4	50
1475_nature_tree-silhouette-sunset-coast_minamiizu-japan_s23u_iso50-f2p2_20250306-174456_4000x3000.jpg	1475	nature	tree-silhouette-sunset-coast	minamiizu-japan	4000	3000	jpg	4572249	20250306_174456.jpg	lilith	PD-own	s23u	2.2	50
1476_nature_ocean-sunset-horizon_minamiizu-japan_s23u_iso125-f4p9_20250306-174535_4000x3000.jpg	1476	nature	ocean-sunset-horizon	minamiizu-japan	4000	3000	jpg	2819957	20250306_174535.jpg	lilith	PD-own	s23u	4.9	125
1477_nature_ocean-sunset-sky_minamiizu-japan_s23u_iso125-f4p9_20250306-174712_4000x3000.jpg	1477	nature	ocean-sunset-sky	minamiizu-japan	4000	3000	jpg	3850775	20250306_174712.jpg	lilith	PD-own	s23u	4.9	125
1478_nature_tree-branches-ocean-horizon_minamiizu-japan_s23u_iso80-f2p2_20250306-174732_4000x3000.jpg	1478	nature	tree-branches-ocean-horizon	minamiizu-japan	4000	3000	jpg	3879412	20250306_174732.jpg	lilith	PD-own	s23u	2.2	80
1479_nature_blossoming-tree-overlook_minamiizu-japan_s23u_iso10-f1p7_20250307-113455_4000x3000.jpg	1479	nature	blossoming-tree-overlook	minamiizu-japan	4000	3000	jpg	5836798	20250307_113455.jpg	lilith	PD-own	s23u	1.7	10
1480_nature_snowcapped-mountain-seascape_kumomi-matsuzaki-japan_s23u_iso50-f4p9_20250307-122938_4000x3000.jpg	1480	nature	snowcapped-mountain-seascape	kumomi-matsuzaki-japan	4000	3000	jpg	2254233	20250307_122938.jpg	lilith	PD-own	s23u	4.9	50
1481_nature_rock-arch-seascape_kumomi-matsuzaki-japan_s23u_iso50-f4p9_20250307-124034_4000x3000.jpg	1481	nature	rock-arch-seascape	kumomi-matsuzaki-japan	4000	3000	jpg	3760011	20250307_124034.jpg	lilith	PD-own	s23u	4.9	50
1482_nature_snowcapped-mountain-landscape_iwachi-matsuzaki-japan_s23u_iso50-f4p9_20250307-131518_4000x3000.jpg	1482	nature	snowcapped-mountain-landscape	iwachi-matsuzaki-japan	4000	3000	jpg	4229793	20250307_131518.jpg	lilith	PD-own	s23u	4.9	50
1483_nature_snow-capped-mountain-clouds_numazu-japan_s23u_iso50-f4p9_20250307-163902_4000x3000.jpg	1483	nature	snow-capped-mountain-clouds	numazu-japan	4000	3000	jpg	2537200	20250307_163902.jpg	lilith	PD-own	s23u	4.9	50
